pilot_id,mission_id,segment_id,experience_group,years_experience,mission_type,difficulty_tier,difficulty_rank,target_count,required_engagements,visibility,secondary_cognitive_task,threat_density,friendly_aircraft_count,information_update_rate_per_min,display_complexity,flight_phase,window_duration_s,D_task_z,D_perceptual_z,D_cognitive_z,D_tactical_z,D_temporal_z,latent_workload,engagement_time_s,hit_rate,target_disengagement_time_s,altitude_error_ft,tracking_error_deg,navigation_error_nm,mission_completion,HR_bpm,SDNN_ms,RMSSD_ms,LF_HF_ratio,EEG_theta_rel_power,EEG_alpha_rel_power,EEG_delta_rel_power,fixation_rate_per_min,fixation_duration_ms,blink_rate_bpm,pupil_diameter_mm,nasa_tlx_subjective_proxy,workload_source,generator_version,parameter_seed,workload_class_3lvl,perceptual_cognitive_condition,confidence,validation_flag
P059,M001773,M001773_S01,novice,2.4,ATA,low,1,4,2,low,0,4,0,2.16,5,baseline_rest,43.0,-1.435,-1.344,-1.389,0.716,-1.287,-0.799,4.34,0.933,3.03,80.1,1.11,0.43,0,88.8,52.7,43.8,0.97,0.1407,0.3629,0.204,157.0,242.6,14.1,4.26,31.7,scenario_derived,v1.0,42,low,LV_NoTask,0.99,True
P059,M001773,M001773_S02,novice,2.4,ATA,low,1,4,2,low,0,4,0,2.16,5,takeoff,47.4,-1.045,-0.406,-1.056,0.716,-1.038,-0.0911,4.63,0.806,2.41,58.0,0.83,0.77,0,87.9,40.3,42.8,1.24,0.1361,0.354,0.1971,144.7,239.9,12.2,4.09,56.0,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001773,M001773_S03,novice,2.4,ATA,low,1,4,2,low,0,4,0,2.16,5,climb,46.8,-1.175,-0.719,-1.167,0.716,-1.12,-0.6254,5.4,0.853,2.28,46.0,0.62,0.25,1,81.0,47.5,38.6,1.01,0.1664,0.3588,0.1893,132.1,250.9,12.4,4.02,33.4,scenario_derived,v1.0,42,low,LV_NoTask,0.99,True
P059,M001773,M001773_S04,novice,2.4,ATA,low,1,4,2,low,0,4,0,2.16,5,cruise,46.8,-1.24,-0.875,-1.222,0.716,-1.162,-0.4434,4.88,0.881,3.49,24.3,1.39,0.4,1,83.2,48.7,32.9,1.18,0.1343,0.3497,0.1989,159.0,239.3,16.5,4.11,47.5,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001773,M001773_S05,novice,2.4,ATA,low,1,4,2,low,0,4,0,2.16,5,attack_task,13.5,-0.2,1.625,-0.333,0.716,1.624,1.2551,9.08,0.718,4.78,103.0,3.25,1.34,0,86.1,39.4,30.8,2.07,0.2139,0.2835,0.198,197.6,221.6,9.4,4.59,72.5,scenario_derived,v1.0,42,high,LV_NoTask,0.987,True
P059,M001773,M001773_S06,novice,2.4,ATA,low,1,4,2,low,0,4,0,2.16,5,attack_task,15.9,-0.2,1.625,-0.333,0.716,1.187,0.7013,6.81,0.753,4.15,63.9,1.72,1.04,0,92.2,43.2,39.0,1.79,0.1874,0.3025,0.1747,175.0,212.5,12.2,4.36,61.8,scenario_derived,v1.0,42,high,LV_NoTask,0.99,True
P059,M001773,M001773_S07,novice,2.4,ATA,low,1,4,2,low,0,4,0,2.16,5,attack_task,20.4,-0.2,1.625,-0.333,0.716,0.624,0.3845,5.56,0.814,4.36,67.3,1.96,0.81,0,84.0,42.9,36.7,1.4,0.1794,0.3227,0.1945,154.7,240.2,14.3,4.27,58.3,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001773,M001773_S08,novice,2.4,ATA,low,1,4,2,low,0,4,0,2.16,5,landing_rest,50.1,-1.11,-0.562,-1.111,0.716,-1.094,-0.1044,5.99,0.816,2.35,49.7,1.04,0.39,0,80.7,47.1,42.0,0.94,0.1113,0.3267,0.1838,138.6,250.0,14.5,4.24,45.3,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001774,M001774_S01,novice,2.4,ATG,low,1,3,1,normal,0,2,2,6.51,5,baseline_rest,50.3,-1.46,-1.437,-1.389,1.051,-1.294,-0.5414,7.21,0.91,3.42,37.9,0.77,0.34,0,84.8,49.8,36.8,1.12,0.1453,0.3213,0.1936,154.7,273.8,13.5,3.97,46.4,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P059,M001774,M001774_S02,novice,2.4,ATG,low,1,3,1,normal,0,2,2,6.51,5,takeoff,45.0,-1.22,-1.062,-1.056,1.051,-1.022,-0.1376,8.62,0.855,2.99,39.4,0.96,0.59,0,80.1,47.3,44.9,1.11,0.148,0.3146,0.1909,146.4,241.0,16.2,4.34,34.2,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P059,M001774,M001774_S03,novice,2.4,ATG,low,1,3,1,normal,0,2,2,6.51,5,climb,43.7,-1.3,-1.187,-1.167,1.051,-1.105,-0.6959,5.89,0.787,3.42,38.8,1.18,0.8,0,81.5,50.0,46.1,1.21,0.1461,0.3386,0.2055,146.9,262.8,15.5,4.01,43.2,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
P059,M001774,M001774_S04,novice,2.4,ATG,low,1,3,1,normal,0,2,2,6.51,5,cruise,42.3,-1.34,-1.25,-1.222,1.051,-1.144,-0.4177,7.49,0.976,3.29,22.9,0.92,0.98,0,74.2,45.1,38.1,1.25,0.1335,0.3555,0.1875,145.5,260.4,14.5,4.33,49.0,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P059,M001774,M001774_S05,novice,2.4,ATG,low,1,3,1,normal,0,2,2,6.51,5,attack_task,21.3,-0.7,-0.25,-0.333,1.051,0.544,0.1715,8.33,0.841,3.3,27.7,1.18,0.73,0,83.7,46.2,38.0,1.56,0.1591,0.3519,0.1814,144.6,241.5,13.6,4.1,45.7,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P059,M001774,M001774_S06,novice,2.4,ATG,low,1,3,1,normal,0,2,2,6.51,5,attack_task,12.0,-0.7,-0.25,-0.333,1.051,1.992,0.4572,9.88,0.76,3.42,51.8,2.1,0.98,0,88.5,43.9,38.1,1.64,0.1735,0.3154,0.2047,155.1,246.5,11.0,4.38,67.1,scenario_derived,v1.0,42,high,NV_NoTask,0.99,True
P059,M001774,M001774_S07,novice,2.4,ATG,low,1,3,1,normal,0,2,2,6.51,5,attack_task,18.0,-0.7,-0.25,-0.333,1.051,0.887,0.4733,8.36,0.753,3.89,55.9,1.61,0.91,0,85.3,40.9,36.3,1.33,0.1867,0.3062,0.1819,157.7,261.7,8.7,4.39,66.2,scenario_derived,v1.0,42,high,NV_NoTask,0.99,True
P059,M001774,M001774_S08,novice,2.4,ATG,low,1,3,1,normal,0,2,2,6.51,5,landing_rest,44.9,-1.26,-1.125,-1.111,1.051,-1.066,-0.3055,6.57,0.801,2.93,61.5,1.15,0.86,1,80.9,45.6,42.8,0.76,0.1439,0.3462,0.1963,160.3,251.4,16.7,4.09,46.9,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P059,M001775,M001775_S01,novice,2.4,ATA,low,1,4,1,normal,1,2,1,6.36,2,baseline_rest,42.1,-1.452,-1.437,-1.278,0.061,-1.286,-0.9556,2.6,0.903,3.18,35.4,1.4,0.37,1,84.8,55.2,38.3,1.18,0.1411,0.3364,0.1948,150.4,234.5,15.8,4.19,41.7,scenario_derived,v1.0,42,low,NV_CogTask,0.99,True
P059,M001775,M001775_S02,novice,2.4,ATA,low,1,4,1,normal,1,2,1,6.36,2,takeoff,43.7,-1.167,-1.062,-0.278,0.061,-1.013,-0.2094,5.48,0.822,2.98,66.9,1.06,0.5,0,82.6,44.8,35.5,1.2,0.1389,0.3199,0.1772,153.4,270.0,14.6,3.9,48.3,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P059,M001775,M001775_S03,novice,2.4,ATA,low,1,4,1,normal,1,2,1,6.36,2,climb,47.4,-1.262,-1.187,-0.611,0.061,-1.122,-0.7488,4.76,0.837,3.12,42.1,0.41,0.8,1,75.1,38.9,37.9,1.24,0.143,0.3469,0.1922,152.0,248.2,14.2,4.15,40.5,scenario_derived,v1.0,42,low,NV_CogTask,0.99,True
P059,M001775,M001775_S04,novice,2.4,ATA,low,1,4,1,normal,1,2,1,6.36,2,cruise,42.0,-1.31,-1.25,-0.778,0.061,-1.143,-0.0744,6.12,0.815,2.92,27.4,1.34,0.51,1,82.5,41.2,40.5,1.02,0.1294,0.3143,0.2011,150.0,262.1,13.7,4.32,42.3,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P059,M001775,M001775_S05,novice,2.4,ATA,low,1,4,1,normal,1,2,1,6.36,2,attack_task,14.9,-0.55,-0.25,1.889,0.061,1.346,0.7447,6.9,0.752,3.49,64.5,2.59,0.98,1,89.4,40.4,36.6,1.74,0.2088,0.3049,0.1867,158.2,204.6,11.8,4.29,55.4,scenario_derived,v1.0,42,high,NV_CogTask,0.99,True
P059,M001775,M001775_S06,novice,2.4,ATA,low,1,4,1,normal,1,2,1,6.36,2,attack_task,19.4,-0.55,-0.25,1.889,0.061,0.726,0.516,7.76,0.805,3.35,56.3,1.74,0.75,0,83.0,48.5,35.8,1.81,0.1731,0.3116,0.1876,182.3,212.8,12.6,4.27,60.5,scenario_derived,v1.0,42,high,NV_CogTask,0.99,True
P059,M001775,M001775_S07,novice,2.4,ATA,low,1,4,1,normal,1,2,1,6.36,2,attack_task,12.3,-0.55,-0.25,1.889,0.061,1.911,0.9871,9.27,0.657,4.31,75.7,3.15,1.71,0,91.5,40.2,31.9,1.81,0.2192,0.2963,0.2042,175.7,190.9,8.0,4.47,72.0,scenario_derived,v1.0,42,high,NV_CogTask,0.99,True
P059,M001775,M001775_S08,novice,2.4,ATA,low,1,4,1,normal,1,2,1,6.36,2,landing_rest,50.6,-1.215,-1.125,-0.444,0.061,-1.096,-0.0657,4.61,0.785,3.67,29.4,0.85,0.11,1,82.8,52.6,39.1,0.66,0.1377,0.3121,0.1829,150.8,259.9,13.6,4.11,60.5,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P059,M001776,M001776_S01,novice,2.4,ATG,low,1,4,1,low,0,5,0,4.79,4,baseline_rest,44.5,-1.452,-1.344,-1.389,0.804,-1.288,-0.2806,9.01,0.87,2.6,48.1,0.97,0.35,1,82.8,46.8,41.3,1.14,0.144,0.3181,0.1726,141.1,241.8,11.3,4.12,59.5,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001776,M001776_S02,novice,2.4,ATG,low,1,4,1,low,0,5,0,4.79,4,takeoff,41.9,-1.167,-0.406,-1.056,0.804,-0.999,-0.3574,7.46,0.89,3.67,40.2,0.72,0.26,1,83.3,49.5,31.3,1.0,0.1553,0.3362,0.1753,142.9,240.2,9.6,4.1,36.9,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001776,M001776_S03,novice,2.4,ATG,low,1,4,1,low,0,5,0,4.79,4,climb,49.3,-1.262,-0.719,-1.167,0.804,-1.13,-0.3609,6.96,0.848,3.29,28.7,0.84,0.32,0,81.8,46.3,42.6,1.06,0.1529,0.3285,0.1836,154.6,247.9,12.1,4.13,38.7,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001776,M001776_S04,novice,2.4,ATG,low,1,4,1,low,0,5,0,4.79,4,cruise,43.0,-1.31,-0.875,-1.222,0.804,-1.147,0.1511,9.53,0.874,3.4,35.7,1.42,0.97,1,87.2,49.9,42.8,1.2,0.1516,0.3365,0.1722,152.6,223.2,10.9,4.14,42.9,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001776,M001776_S05,novice,2.4,ATG,low,1,4,1,low,0,5,0,4.79,4,attack_task,13.7,-0.55,1.625,-0.333,0.804,1.583,1.0583,10.63,0.729,4.4,85.5,2.41,1.49,0,94.2,45.3,30.7,2.19,0.2162,0.2767,0.2005,171.4,209.6,11.1,4.51,78.0,scenario_derived,v1.0,42,high,LV_NoTask,0.989,True
P059,M001776,M001776_S06,novice,2.4,ATG,low,1,4,1,low,0,5,0,4.79,4,attack_task,6.0,-0.55,1.625,-0.333,0.804,5.333,1.65,11.26,0.625,4.79,106.3,3.84,2.2,0,95.9,32.6,30.1,2.27,0.2466,0.2562,0.2032,189.4,210.3,3.3,4.76,91.8,scenario_derived,v1.0,42,high,LV_NoTask,0.984,True
P059,M001776,M001776_S07,novice,2.4,ATG,low,1,4,1,low,0,5,0,4.79,4,attack_task,20.5,-0.55,1.625,-0.333,0.804,0.618,0.5481,9.41,0.795,4.43,62.8,1.73,0.8,0,82.9,40.7,34.6,1.52,0.1769,0.3064,0.1855,160.9,209.2,10.4,4.47,55.8,scenario_derived,v1.0,42,high,LV_NoTask,0.99,True
P059,M001776,M001776_S08,novice,2.4,ATG,low,1,4,1,low,0,5,0,4.79,4,attack_task,24.7,-0.55,1.625,-0.333,0.804,0.284,0.5875,9.36,0.78,3.94,66.4,2.21,1.11,0,87.1,34.1,35.5,1.59,0.1709,0.3171,0.1989,154.9,208.4,11.3,4.4,56.4,scenario_derived,v1.0,42,high,LV_NoTask,0.99,True
P059,M001776,M001776_S09,novice,2.4,ATG,low,1,4,1,low,0,5,0,4.79,4,attack_task,18.4,-0.55,1.625,-0.333,0.804,0.836,0.8349,9.41,0.756,3.29,91.8,2.87,0.97,0,87.4,42.1,33.8,1.99,0.1736,0.2884,0.1849,186.1,237.8,6.2,4.51,69.0,scenario_derived,v1.0,42,high,LV_NoTask,0.99,True
P059,M001776,M001776_S10,novice,2.4,ATG,low,1,4,1,low,0,5,0,4.79,4,landing_rest,46.0,-1.215,-0.562,-1.111,0.804,-1.072,-0.095,7.2,0.819,3.06,26.5,1.25,0.84,1,82.1,51.0,37.8,1.09,0.1525,0.3623,0.1938,168.0,247.6,11.0,3.94,36.4,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001777,M001777_S01,novice,2.4,ATA,high,3,10,3,low,0,2,3,8.85,4,baseline_rest,44.2,-1.373,-1.344,-1.389,1.06,-1.288,-0.1169,5.86,0.85,2.76,49.7,1.42,0.24,1,83.7,50.6,37.4,1.22,0.1662,0.3551,0.1996,148.1,250.8,15.1,3.93,45.9,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001777,M001777_S02,novice,2.4,ATA,high,3,10,3,low,0,2,3,8.85,4,takeoff,45.2,-0.608,-0.406,-1.056,1.06,-1.024,0.4382,6.49,0.762,3.09,69.3,1.55,1.53,0,85.5,40.9,40.8,1.59,0.1768,0.3054,0.1837,150.1,249.5,11.6,4.23,56.8,scenario_derived,v1.0,42,high,LV_NoTask,0.99,True
P059,M001777,M001777_S03,novice,2.4,ATA,high,3,10,3,low,0,2,3,8.85,4,climb,40.6,-0.863,-0.719,-1.167,1.06,-1.087,0.3151,6.5,0.789,3.46,55.3,1.17,0.89,1,84.0,39.2,38.8,1.55,0.1602,0.3345,0.1897,165.1,249.0,12.3,4.23,60.7,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001777,M001777_S04,novice,2.4,ATA,high,3,10,3,low,0,2,3,8.85,4,cruise,46.5,-0.99,-0.875,-1.222,1.06,-1.161,-0.0441,4.15,0.806,3.58,67.1,1.45,0.58,0,80.3,48.9,40.2,0.73,0.1498,0.3391,0.194,157.8,258.0,16.1,4.1,48.9,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001777,M001777_S05,novice,2.4,ATA,high,3,10,3,low,0,2,3,8.85,4,attack_task,6.0,1.05,1.625,-0.333,1.06,5.333,1.8827,9.96,0.647,5.24,135.0,4.16,2.38,0,100.3,27.7,28.2,2.9,0.2415,0.2588,0.2261,202.3,191.4,6.4,4.95,76.8,scenario_derived,v1.0,42,high,LV_NoTask,0.981,True
P059,M001777,M001777_S06,novice,2.4,ATA,high,3,10,3,low,0,2,3,8.85,4,attack_task,9.1,1.05,1.625,-0.333,1.06,3.079,1.6246,9.37,0.683,4.53,107.8,3.36,1.9,0,101.4,34.4,27.8,2.7,0.2327,0.2625,0.2035,189.5,198.1,4.4,4.7,88.2,scenario_derived,v1.0,42,high,LV_NoTask,0.984,True
P059,M001777,M001777_S07,novice,2.4,ATA,high,3,10,3,low,0,2,3,8.85,4,attack_task,17.4,1.05,1.625,-0.333,1.06,0.959,1.1534,8.44,0.667,4.16,109.2,2.86,1.57,0,90.9,38.0,37.5,2.31,0.2182,0.2847,0.1901,176.8,215.7,8.3,4.57,65.0,scenario_derived,v1.0,42,high,LV_NoTask,0.988,True
P059,M001777,M001777_S08,novice,2.4,ATA,high,3,10,3,low,0,2,3,8.85,4,landing_rest,46.9,-0.735,-0.562,-1.111,1.06,-1.077,0.2435,5.88,0.807,3.15,49.1,1.57,0.67,0,81.7,42.0,39.3,1.29,0.1686,0.3058,0.1923,163.8,256.6,11.1,4.15,56.9,scenario_derived,v1.0,42,medium,LV_NoTask,0.99,True
P059,M001778,M001778_S01,novice,2.4,ATA,high,3,9,3,normal,1,8,1,8.58,2,baseline_rest,40.7,-1.38,-1.437,-1.278,1.033,-1.284,-0.3483,4.58,0.841,3.46,37.9,1.58,0.72,0,87.7,45.1,40.0,0.78,0.1412,0.3118,0.1971,135.2,256.2,11.5,4.18,50.1,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P059,M001778,M001778_S02,novice,2.4,ATA,high,3,9,3,normal,1,8,1,8.58,2,takeoff,50.8,-0.66,-1.062,-0.278,1.033,-1.058,-0.1284,5.34,0.826,2.57,38.9,1.02,0.39,0,82.2,49.4,40.4,0.93,0.146,0.3228,0.1829,144.6,249.6,17.6,4.11,42.2,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P059,M001778,M001778_S03,novice,2.4,ATA,high,3,9,3,normal,1,8,1,8.58,2,climb,34.1,-0.9,-1.187,-0.611,1.033,-1.04,-0.7332,5.32,0.878,2.56,47.9,0.75,0.54,1,75.2,39.4,39.8,1.07,0.1529,0.357,0.1844,155.0,236.5,14.4,4.07,42.6,scenario_derived,v1.0,42,low,NV_CogTask,0.99,True
P059,M001778,M001778_S04,novice,2.4,ATA,high,3,9,3,normal,1,8,1,8.58,2,cruise,49.7,-1.02,-1.25,-0.778,1.033,-1.172,-0.26,5.52,0.935,3.72,28.3,1.14,0.66,0,80.9,49.1,47.5,1.27,0.1542,0.3317,0.1846,149.8,245.0,11.2,3.94,53.5,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P059,M001778,M001778_S05,novice,2.4,ATA,high,3,9,3,normal,1,8,1,8.58,2,attack_task,8.2,0.9,-0.25,1.889,1.033,3.569,1.7088,10.65,0.758,4.71,129.1,4.04,2.24,0,101.9,30.0,35.5,3.02,0.2463,0.2559,0.2044,183.5,209.0,7.6,4.62,82.0,scenario_derived,v1.0,42,high,NV_CogTask,0.983,True
P059,M001778,M001778_S06,novice,2.4,ATA,high,3,9,3,normal,1,8,1,8.58,2,attack_task,10.5,0.9,-0.25,1.889,1.033,2.484,1.2922,9.14,0.786,4.27,107.9,2.96,1.85,0,96.4,41.3,30.2,2.08,0.2293,0.2892,0.184,168.4,207.0,9.8,4.44,80.8,scenario_derived,v1.0,42,high,NV_CogTask,0.987,True
P059,M001778,M001778_S07,novice,2.4,ATA,high,3,9,3,normal,1,8,1,8.58,2,attack_task,15.7,0.9,-0.25,1.889,1.033,1.217,1.4076,9.33,0.736,4.95,102.5,3.9,1.83,0,93.1,39.8,29.3,2.41,0.2276,0.2648,0.188,177.2,196.9,7.8,4.5,67.6,scenario_derived,v1.0,42,high,NV_CogTask,0.986,True
P059,M001778,M001778_S08,novice,2.4,ATA,high,3,9,3,normal,1,8,1,8.58,2,landing_rest,46.9,-0.78,-1.125,-0.444,1.033,-1.078,-0.5869,5.23,0.846,3.06,35.0,0.79,0.28,0,83.8,45.3,41.9,0.85,0.1456,0.3447,0.1916,150.7,244.1,17.1,4.16,43.5,scenario_derived,v1.0,42,low,NV_CogTask,0.99,True
P059,M001779,M001779_S01,novice,2.4,ATA,medium,2,5,2,normal,1,6,2,8.12,4,baseline_rest,47.4,-1.427,-1.437,-1.278,1.412,-1.291,-0.5686,5.03,0.794,3.48,37.5,1.03,0.39,0,83.6,50.9,34.5,1.24,0.148,0.3624,0.1951,150.9,261.9,17.2,4.05,45.3,scenario_derived,v1.0,42,low,NV_CogTask,0.99,True
P059,M001779,M001779_S02,novice,2.4,ATA,medium,2,5,2,normal,1,6,2,8.12,4,takeoff,43.5,-0.993,-1.062,-0.278,1.412,-1.012,0.3432,6.3,0.835,3.31,43.2,1.01,0.88,0,84.0,45.7,33.8,1.39,0.1595,0.3345,0.1864,163.9,223.8,9.1,4.29,60.4,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P059,M001779,M001779_S03,novice,2.4,ATA,medium,2,5,2,normal,1,6,2,8.12,4,climb,39.1,-1.137,-1.187,-0.611,1.412,-1.077,-0.336,4.44,0.931,2.88,24.8,1.19,0.72,0,86.2,47.7,38.5,0.99,0.149,0.3689,0.1945,144.9,242.7,14.4,4.09,44.3,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P059,M001779,M001779_S04,novice,2.4,ATA,medium,2,5,2,normal,1,6,2,8.12,4,cruise,47.9,-1.21,-1.25,-0.778,1.412,-1.166,-0.4898,5.01,0.861,3.4,34.8,0.8,0.96,0,79.3,50.1,43.1,1.22,0.1389,0.3586,0.2026,147.0,225.4,12.4,4.04,48.6,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P059,M001779,M001779_S05,novice,2.4,ATA,medium,2,5,2,normal,1,6,2,8.12,4,attack_task,7.1,-0.05,-0.25,1.889,1.412,4.301,1.7516,9.49,0.764,4.79,114.6,3.72,2.36,0,105.7,34.8,28.3,2.64,0.2641,0.2573,0.195,192.5,189.6,7.9,4.57,81.5,scenario_derived,v1.0,42,high,NV_CogTask,0.982,True
P059,M001779,M001779_S06,novice,2.4,ATA,medium,2,5,2,normal,1,6,2,8.12,4,attack_task,21.0,-0.05,-0.25,1.889,1.412,0.567,1.5406,9.42,0.683,4.34,103.4,3.77,2.02,0,95.5,33.8,31.0,2.44,0.2351,0.2798,0.18,196.2,199.4,8.5,4.58,75.9,scenario_derived,v1.0,42,high,NV_CogTask,0.985,True
P059,M001779,M001779_S07,novice,2.4,ATA,medium,2,5,2,normal,1,6,2,8.12,4,attack_task,16.0,-0.05,-0.25,1.889,1.412,1.174,1.2013,9.05,0.728,3.71,94.4,2.59,1.72,0,98.0,38.1,33.1,2.1,0.2164,0.2838,0.1926,190.7,206.7,10.4,4.45,70.6,scenario_derived,v1.0,42,high,NV_CogTask,0.988,True
P059,M001779,M001779_S08,novice,2.4,ATA,medium,2,5,2,normal,1,6,2,8.12,4,attack_task,16.9,-0.05,-0.25,1.889,1.412,1.028,1.383,8.42,0.749,4.78,93.4,3.25,1.56,0,102.4,30.7,32.4,2.24,0.234,0.2794,0.2172,175.5,256.5,3.2,4.55,95.5,scenario_derived,v1.0,42,high,NV_CogTask,0.986,True
P059,M001779,M001779_S09,novice,2.4,ATA,medium,2,5,2,normal,1,6,2,8.12,4,landing_rest,42.9,-1.065,-1.125,-0.444,1.412,-1.054,-0.1425,5.27,0.833,2.8,52.6,0.83,0.51,1,77.7,41.7,43.0,1.14,0.1554,0.3371,0.1991,152.6,249.5,14.6,3.82,42.8,scenario_derived,v1.0,42,medium,NV_CogTask,0.99,True
P059,M001780,M001780_S01,novice,2.4,ATG,high,3,8,3,normal,0,5,2,8.2,2,baseline_rest,47.4,-1.387,-1.437,-1.389,0.695,-1.291,-0.3291,7.6,0.864,2.73,17.5,0.89,0.28,1,82.2,46.1,46.9,0.99,0.1612,0.3491,0.1927,163.3,253.6,11.1,4.08,47.0,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P059,M001780,M001780_S02,novice,2.4,ATG,high,3,8,3,normal,0,5,2,8.2,2,takeoff,45.3,-0.713,-1.062,-1.056,0.695,-1.024,-0.2337,8.38,0.833,3.17,43.9,0.74,0.31,1,85.9,41.1,39.3,1.07,0.135,0.3368,0.2025,150.8,227.5,14.5,4.13,48.4,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P059,M001780,M001780_S03,novice,2.4,ATG,high,3,8,3,normal,0,5,2,8.2,2,climb,43.7,-0.938,-1.187,-1.167,0.695,-1.105,-0.1186,8.56,0.779,2.77,38.6,1.33,0.78,0,79.1,43.5,42.7,1.19,0.152,0.3183,0.1742,144.2,261.9,14.4,4.0,53.3,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P059,M001780,M001780_S04,novice,2.4,ATG,high,3,8,3,normal,0,5,2,8.2,2,cruise,46.0,-1.05,-1.25,-1.222,0.695,-1.159,-0.1122,7.31,0.837,3.53,51.9,0.87,0.38,0,80.5,47.5,49.4,1.1,0.1542,0.3559,0.1837,147.2,225.0,15.6,3.92,42.4,scenario_derived,v1.0,42,medium,NV_NoTask,0.99,True
P059,M001780,M001780_S05,novice,2.4,ATG,high,3,8,3,normal,0,5,2,8.2,2,attack_task,12.9,0.75,-0.25,-0.333,0.695,1.766,1.053,9.85,0.759,4.57,86.4,2.1,1.64,1,93.0,33.4,33.9,2.12,0.2143,0.2805,0.2025,175.9,220.8,10.8,4.47,62.5,scenario_derived,v1.0,42,high,NV_NoTask,0.989,True
P059,M001780,M001780_S06,novice,2.4,ATG,high,3,8,3,normal,0,5,2,8.2,2,attack_task,6.7,0.75,-0.25,-0.333,0.695,4.654,1.2643,11.36,0.756,4.07,76.2,2.7,1.53,0,100.7,39.6,33.7,2.27,0.2164,0.2969,0.2044,189.1,190.5,6.4,4.33,81.3,scenario_derived,v1.0,42,high,NV_NoTask,0.987,True
P059,M001780,M001780_S07,novice,2.4,ATG,high,3,8,3,normal,0,5,2,8.2,2,attack_task,14.0,0.75,-0.25,-0.333,0.695,1.529,1.2107,10.86,0.817,4.71,93.9,2.98,1.54,0,93.3,38.9,29.4,2.37,0.2298,0.268,0.2137,169.3,198.1,8.7,4.52,76.2,scenario_derived,v1.0,42,high,NV_NoTask,0.988,True
P059,M001780,M001780_S08,novice,2.4,ATG,high,3,8,3,normal,0,5,2,8.2,2,attack_task,11.1,0.75,-0.25,-0.333,0.695,2.257,0.9572,9.1,0.84,4.49,99.0,2.09,1.2,0,85.6,37.1,34.1,2.25,0.2099,0.2926,0.2045,165.5,213.7,12.8,4.4,75.1,scenario_derived,v1.0,42,high,NV_NoTask,0.99,True
P059,M001780,M001780_S09,novice,2.4,ATG,high,3,8,3,normal,0,5,2,8.2,2,attack_task,10.5,0.75,-0.25,-0.333,0.695,2.482,0.7064,9.13,0.926,3.61,54.4,1.89,1.02,0,89.1,38.6,34.1,1.73,0.1781,0.275,0.2014,177.0,233.6,11.1,4.54,63.6,scenario_derived,v1.0,42,high,NV_NoTask,0.99,True
P059,M001780,M001780_S10,novice,2.4,ATG,high,3,8,3,normal,0,5,2,8.2,2,attack_task,14.9,0.75,-0.25,-0.333,0.695,1.359,0.8099,10.69,0.775,4.52,72.1,2.1,1.1,0,96.6,42.1,36.5,2.09,0.1779,0.3024,0.2087,168.2,219.9,10.2,4.47,69.3,scenario_derived,v1.0,42,high,NV_NoTask,0.99,True
P059,M001780,M001780_S11,novice,2.4,ATG,high,3,8,3,normal,0,5,2,8.2,2,landing_rest,48.4,-0.825,-1.125,-1.111,0.695,-1.086,-0.5701,7.67,0.794,3.67,27.1,1.12,0.77,1,81.2,49.0,37.3,1.4,0.1444,0.3181,0.2059,146.1,228.9,10.6,4.12,40.0,scenario_derived,v1.0,42,low,NV_NoTask,0.99,True
